player_id,player,num_seasons,first_seas,last_seas
768,Dave Fedor,1,1963,1963
769,Dave Gunther,1,1963,1963
770,Don Nelson,14,1963,1976
771,Gene Tormohlen,6,1963,1970
772,Gene Wiley,5,1963,1968
773,Howie Montgomery,1,1963,1963
774,Hubie White,4,1963,1971
775,Jack Foley,1,1963,1963
776,Jeff Slade,1,1963,1963
777,John Barnhill,10,1963,1972
778,John Havlicek,16,1963,1978
779,John Rudometkin,3,1963,1965
780,Johnny Cox,1,1963,1963
781,Kevin Loughery,11,1963,1973
782,Len Chappell,10,1963,1972
783,Leroy Ellis,14,1963,1976
784,Mel Nowell,2,1963,1968
785,Paul Hogue,2,1963,1964
786,Porter Meriwether,1,1963,1963
787,Ralph Wells,1,1963,1963
788,Terry Dischinger,9,1963,1973
789,Tom Stith,1,1963,1963
790,Wayne Hightower,10,1963,1972
791,Zelmo Beaty,12,1963,1975
792,Art Heyman,6,1964,1970
793,Don Kojis,12,1964,1975
794,Eddie Miles,9,1964,1972
795,Gary Hill,2,1964,1965
796,Gerry Ward,4,1964,1967
797,Gus Johnson,10,1964,1973
798,Jay Arnette,3,1964,1966
799,Jerry Greenspan,2,1964,1965
800,Jerry Harkness,3,1964,1969
801,Jerry Lucas,11,1964,1974
802,Jim King,10,1964,1973
803,John Windsor,1,1964,1964
804,Ken Rohloff,1,1964,1964
805,Larry Comley,1,1964,1964
806,Larry Siegfried,9,1964,1972
807,Mel Gibson,1,1964,1964
808,Mel Peterson,4,1964,1970
809,Nate Thurmond,14,1964,1977
810,Reggie Harding,4,1964,1968
811,Rod Thorn,8,1964,1971
812,Roger Strickland,1,1964,1964
813,Tom Hoover,5,1964,1969
814,Tom Thacker,7,1964,1971
815,Barry Kramer,2,1965,1970
816,Bud Koper,1,1965,1965
817,Cotton Nash,2,1965,1968
818,Em Bryant,8,1965,1972
819,Gary Bradds,6,1965,1971
820,George Wilson,7,1965,1971
821,Happy Hairston,11,1965,1975
822,Howard Komives,10,1965,1974
823,Jeff Mullins,12,1965,1976
824,Jerry Grote,1,1965,1965
825,Jim Barnes,7,1965,1971
826,Joe Caldwell,11,1965,1975
827,John Thompson,2,1965,1966
828,John Tresvant,9,1965,1973
829,Larry Jones,8,1965,1974
830,Les Hunter,7,1965,1973
831,Luke Jackson,8,1965,1972
832,McCoy McLemore,8,1965,1972
833,Mel Counts,12,1965,1976
834,Paul Silas,16,1965,1980
835,Ron Bonham,3,1965,1968
836,Steve Courtin,1,1965,1965
837,Wali Jones,11,1965,1976
838,Walt Hazzard,10,1965,1974
839,Willis Reed,10,1965,1974
840,Barry Clemens,11,1966,1976
841,Bill Buntin,1,1966,1966
842,Billy Cunningham,11,1966,1976
843,Bob Warlick,5,1966,1970
844,Bob Weiss,12,1966,1977
845,Dave Stallworth,8,1966,1975
846,Dick Van Arsdale,12,1966,1977
847,Fred Hetzel,6,1966,1971
848,Gail Goodrich,14,1966,1979
849,Jerry Sloan,11,1966,1976
850,Jesse Branson,2,1966,1968
851,Jim Washington,11,1966,1976
852,Joe Strawder,3,1966,1968
853,John Fairchild,4,1966,1970
854,Jon McGlocklin,11,1966,1976
855,Keith Erickson,12,1966,1977
856,Rick Barry,14,1966,1980
857,Ron Reed,2,1966,1967
858,Ron Watts,2,1966,1967
859,Thales McReynolds,1,1966,1966
860,Tom Van Arsdale,12,1966,1977
861,Will Frazier,3,1966,1969
862,Willie Somerset,3,1966,1969
863,Archie Clark,10,1967,1976
864,Bill Melchionni,9,1967,1976
865,Bob Hogsett,2,1967,1968
866,Bob Love,11,1967,1977
867,Cazzie Russell,12,1967,1978
868,Clyde Lee,10,1967,1976
869,Dave Bing,12,1967,1978
870,Dave Deutsch,1,1967,1967
871,Dave Schellhase,2,1967,1968
872,Dick Snyder,13,1967,1979
873,Dorie Murrey,6,1967,1972
874,Erwin Mueller,8,1967,1974
875,Flynn Robinson,8,1967,1974
876,Freddie Crawford,5,1967,1971
877,Freddie Lewis,11,1967,1977
878,Hank Finkel,9,1967,1975
879,Henry Akin,3,1967,1969
880,Jack Marin,11,1967,1977
881,Jerry Chambers,6,1967,1974
882,Jim Barnett,11,1967,1977
883,Jim Ware,3,1967,1969
884,Joe Ellis,8,1967,1974
885,John Block,10,1967,1976
886,Johnny Austin,2,1967,1968
887,Lou Hudson,13,1967,1979
888,Matt Guokas,10,1967,1976
889,Nate Bowman,6,1967,1972
890,Neil Johnson,7,1967,1973
891,Toby Kimball,9,1967,1975
892,Tommy Kron,4,1967,1970
893,Walt Wesley,10,1967,1976
894,Wayne Molis,2,1967,1968
895,Al Beard,1,1968,1968
896,Al Jackson,1,1968,1968
897,Al Salvadori,1,1968,1968
898,Al Tucker,5,1968,1972
899,Andrew Anderson,3,1968,1970
900,Art Williams,8,1968,1975
901,Arthur Becker,6,1968,1973
902,Arvesta Kelly,5,1968,1972
903,Barry Leibowitz,1,1968,1968
904,Bill Allen,1,1968,1968
905,Bill Bradley,10,1968,1977
906,Bill Bradley,1,1968,1968
907,Bill Crow,1,1968,1968
908,Bill Dinwiddie,4,1968,1972
909,Bill Garner,1,1968,1968
910,Bill Meyer,1,1968,1968
911,Bill Turner,6,1968,1973
912,Bob Bedell,4,1968,1971
913,Bob McIntyre,2,1968,1970
914,Bob Netolicky,9,1968,1976
915,Bob Riedy,1,1968,1968
916,Bob Rule,8,1968,1975
917,Bob Verga,6,1968,1974
918,Bobby Edmonds,2,1968,1970
919,Bobby Lewis,4,1968,1971
920,Bobby Lloyd,2,1968,1969
921,Bobby Rascoe,3,1968,1970
922,Bobby Wilson,1,1968,1968
923,Bruce Spraggins,1,1968,1968
924,Bud Acton,1,1968,1968
925,Byron Beck,10,1968,1977
926,Calvin Graham,1,1968,1968
927,Carroll Hooser,1,1968,1968
928,Charles Beasley,4,1968,1971
929,Charlie Williams,6,1968,1973
930,Chuck Gardner,1,1968,1968
931,Cincinnatus Powell,8,1968,1975
932,Clem Haskins,9,1968,1976
933,Cliff Anderson,4,1968,1971
934,Connie Hawkins,9,1968,1976
935,Craig Dill,1,1968,1968
936,Craig Spitzer,1,1968,1968
937,Dan Anderson,2,1968,1969
938,Darel Carrier,6,1968,1973
939,Darrell Hardy,1,1968,1968
940,Dave Lattin,5,1968,1973
941,David Lee,2,1968,1969
942,Dennis Hamilton,4,1968,1971
943,Dennis Holman,1,1968,1968
944,Dewitt Menyard,1,1968,1968
945,Dexter Westbrook,1,1968,1968
946,Dick Lee,1,1968,1968
947,Donnie Freeman,9,1968,1976
948,Doug Moe,5,1968,1972
949,Earl Monroe,13,1968,1980
950,Ed Manning,9,1968,1976
951,Elton McGriff,2,1968,1969
952,Errol Palmer,1,1968,1968
953,Ervin Inniger,2,1968,1969
954,Gary Gray,1,1968,1968
955,Gary Keller,2,1968,1969
956,Gary Turner,1,1968,1968
957,George Carter,8,1968,1976
958,George Lehmann,7,1968,1974
959,George Patterson,1,1968,1968
960,George Peeples,6,1968,1973
961,George Sutor,3,1968,1970
962,Gerald Govan,9,1968,1976
963,Goose Ligon,7,1968,1974
964,Grant Simmons,2,1968,1969
965,Guy Manning,2,1968,1969
966,Hal Hale,1,1968,1968
967,Hank Whitney,3,1968,1970
968,Harry Dinnel,1,1968,1968
969,Herschell Turner,1,1968,1968
970,Howard Bayne,1,1968,1968
971,Ira Harge,6,1968,1973
972,Jay Miller,4,1968,1971
973,Jeffrey Congdon,5,1968,1972
974,Jerry Pettway,2,1968,1969
975,Jim Burns,1,1968,1968
976,Jim Caldwell,2,1968,1969
977,Jim Davis,8,1968,1975
978,Jim Fox,10,1968,1977
979,Jim Hadnot,1,1968,1968
980,Jim Jarvis,2,1968,1969
981,Jim Reid,1,1968,1968
982,Jimmy Dawson,1,1968,1968
983,Jimmy Jones,10,1968,1977
984,Jimmy Rayl,2,1968,1969
985,Jimmy Walker,9,1968,1976
986,Joe Hamood,1,1968,1968
987,John Beasley,7,1968,1974
988,John Comeaux,1,1968,1968
989,John Dickson,1,1968,1968
990,John Morrison,1,1968,1968
991,John Postley,1,1968,1968
992,John Wetzel,7,1968,1976
993,Johnny Jones,2,1968,1969
994,Johnny Mathis,1,1968,1968
995,Julian Hammond,5,1968,1972
996,Ken Wilburn,2,1968,1969
997,Kendall Rhine,2,1968,1969
998,Larry Brown,5,1968,1972
999,Larry Bunce,2,1968,1969
1000,Larry Conley,1,1968,1968
1001,Larry Moore,1,1968,1968
1002,Leary Lentz,2,1968,1969
1003,Leland Mitchell,1,1968,1968
1004,Leroy Wright,2,1968,1969
1005,Lester Selvage,2,1968,1970
1006,Levern Tart,4,1968,1971
1007,Lonnie Wright,5,1968,1972
1008,Louie Dampier,12,1968,1979
1009,Mal Graham,2,1968,1969
1010,Marlbert Pradd,2,1968,1969
1011,Matthew Aitch,1,1968,1968
1012,Maurice McHartley,3,1968,1970
1013,Mel Daniels,9,1968,1977
1014,Mike Dabich,1,1968,1968
1015,Nick Jones,5,1968,1973
1016,Ollie Darden,3,1968,1970
1017,Orbie Bowling,1,1968,1968
1018,Pat Riley,9,1968,1976
1019,Paul Long,4,1968,1971
1020,Paul Scranton,1,1968,1968
1021,Phil Jackson,12,1968,1980
1022,Plummer Lott,2,1968,1969
1023,R.B. Lynam,1,1968,1968
1024,Randolph Mahaffey,4,1968,1971
1025,Randy Stoll,1,1968,1968
1026,Red Robbins,8,1968,1975
1027,Red Stroud,1,1968,1968
1028,Rich Peek,1,1968,1968
1029,Richard Clark,2,1968,1969
1030,Richard Parks,1,1968,1968
1031,Richie Moore,1,1968,1968
1032,Rick Weitzman,1,1968,1968
1033,Riney Lochmann,3,1968,1970
1034,Roger Brown,8,1968,1975
1035,Roger Schurig,1,1968,1968
1036,Roland West,1,1968,1968
1037,Ron Filipek,1,1968,1968
1038,Ron Perry,3,1968,1970
1039,Ron Widby,1,1968,1968
1040,Ronald Franz,6,1968,1973
1041,Ronald Kozlicki,1,1968,1968
1042,Rubin Russell,1,1968,1968
1043,Sam Smith,4,1968,1971
1044,Skip Thoren,3,1968,1970
1045,Smokey Gaines,1,1968,1968
1046,Sonny Dove,5,1968,1972
1047,Stan McKenzie,7,1968,1974
1048,Stephen Chubin,3,1968,1970
1049,Stephen Vacendak,3,1968,1970
1050,Steve Jones,9,1968,1976
1051,Steven Kramer,3,1968,1970
1052,Stew Johnson,9,1968,1976
1053,Terry Kunze,1,1968,1968
1054,Tom Kerwin,1,1968,1968
1055,Tom Workman,4,1968,1971
1056,Tommie Bowens,3,1968,1970
1057,Tommy Woods,1,1968,1968
1058,Tony Jackson,2,1968,1969
1059,Trooper Washington,6,1968,1973
1060,Tyrone Britt,1,1968,1968
1061,Walt Frazier,13,1968,1980
1062,Walter Simon,7,1968,1974
1063,Warren Davis,6,1968,1973
1064,Wesley Bialosuknia,1,1968,1968
1065,Willie Murrell,3,1968,1970
1066,Willie Porter,2,1968,1969
1067,Willis Thomas,1,1968,1968
1068,Al Hairston,2,1969,1970
1069,Art Harris,4,1969,1972
1070,Barry Orms,2,1969,1970
1071,Bill Gaines,1,1969,1969
1072,Bill Hewitt,6,1969,1975
1073,Bill Hosket,4,1969,1972
1074,Bob Allen,1,1969,1969
1075,Bob Kauffman,7,1969,1975
1076,Bob Quick,4,1969,1972
1077,Bob Warren,8,1969,1976
1078,Bobby Hooper,1,1969,1969
1079,Brian Brunkhorst,1,1969,1969
1080,Butch Joyner,1,1969,1969
1081,Charles Parks,1,1969,1969
1082,Charlie Paulk,3,1969,1972
1083,Cliff Williams,1,1969,1969
1084,Craig Raymond,5,1969,1973
1085,Dale Schlueter,10,1969,1978
1086,Dallas Thornton,2,1969,1970
1087,Daniel Sparks,2,1969,1970
1088,Dave Newmark,3,1969,1971
1089,Dennis Grey,2,1969,1970
1090,Dick Cunningham,7,1969,1975
1091,Don Carlos,1,1969,1969
1092,Don Chaney,12,1969,1980
1093,Don Dee,1,1969,1969
1094,Don May,7,1969,1975
1095,Donald Sidle,4,1969,1972
1096,Doug Sims,1,1969,1969
1097,Dwight Waller,3,1969,1972
1098,Ed Biedenbach,1,1969,1969
1099,Ed Johnson,3,1969,1971
1100,Edgar Lacey,1,1969,1969
1101,Elvin Hayes,16,1969,1984
1102,Elvin Ivory,1,1969,1969
1103,Frank Card,5,1969,1973
1104,Fred Foster,8,1969,1977
1105,Gary Gregor,6,1969,1974
1106,Gene Moore,7,1969,1975
1107,George Stone,4,1969,1972
1108,Glen Combs,7,1969,1975
1109,Glynn Saulters,1,1969,1969
1110,Greg Smith,8,1969,1976
1111,Harry Barnes,1,1969,1969
1112,Henry Logan,2,1969,1970
1113,Jack Thompson,1,1969,1969
1114,Jasper Wilson,2,1969,1970
1115,Jay Carty,1,1969,1969
1116,Jim Eakins,10,1969,1978
1117,Jim Kissane,1,1969,1969
1118,Joe Kennedy,3,1969,1971
1119,John Clawson,1,1969,1969
1120,John Smith,2,1969,1970
1121,John Trapp,5,1969,1973
1122,Keith Swagerty,2,1969,1970
1123,Larry Miller,7,1969,1975
1124,Lee Davis,8,1969,1976
1125,Loy Petersen,2,1969,1970
1126,Manny Leaks,6,1969,1974
1127,Mervin Jackson,5,1969,1973
1128,Mike Butler,4,1969,1972
1129,Mike Lewis,6,1969,1974
1130,Mike Riordan,9,1969,1977
1131,Otto Moore,9,1969,1977
1132,Pat Frink,1,1969,1969
1133,Penny Early,1,1969,1969
1134,Phillip Wagner,1,1969,1969
1135,Reggie Lacefield,1,1969,1969
1136,Rich Dumas,1,1969,1969
1137,Rich Johnson,3,1969,1971
1138,Rich Niemann,4,1969,1972
1139,Rick Adelman,7,1969,1975
1140,Rod Knowles,1,1969,1969
1141,Ron Boone,13,1969,1981
1142,Ron Williams,8,1969,1976
1143,Russell Critchfield,1,1969,1969
1144,Sam Williams,2,1969,1970
1145,Shaler Halimon,5,1969,1973
1146,Skip Harlicka,1,1969,1969
1147,Spider Bennett,1,1969,1969
1148,Stu Lantz,8,1969,1976
1149,Tom Boerwinkle,10,1969,1978
1150,Tom Kondla,1,1969,1969
1151,Tony Koski,1,1969,1969
1152,Walter Piatkowski,3,1969,1972
1153,Warren Jabali,7,1969,1975
1154,Wayne Chapman,4,1969,1972
1155,Wes Unseld,13,1969,1981
1156,Willie Iverson,1,1969,1969
1157,Willie Rogers,1,1969,1969
1158,Willie Worsley,1,1969,1969
1159,Zaid Abdul-Aziz,10,1969,1978
1160,Al Cueto,2,1970,1971
1161,Bernie Williams,5,1970,1974
1162,Bill Bunting,3,1970,1972
1163,Bill Keller,7,1970,1976
1164,Billy Evans,1,1970,1970
1165,Bingo Smith,11,1970,1980
1166,Bob Arnzen,4,1970,1974
1167,Bob Christian,5,1970,1974
1168,Bob Dandridge,13,1970,1982
1169,Bob Greacen,3,1970,1972
1170,Bob Portman,4,1970,1973
1171,Bob Woollard,1,1970,1970
1172,Bobby Washington,3,1970,1972
1173,Brian Heaney,1,1970,1970
1174,Bud Ogden,2,1970,1971
1175,Butch Beard,9,1970,1979
1176,Butch Booker,1,1970,1970
1177,Calvin Fowler,1,1970,1970
1178,Dave Scholz,1,1970,1970
1179,Dick Garrett,5,1970,1974
1180,Dick Grubar,1,1970,1970
1181,Erv Staggs,1,1970,1970
1182,Fatty Taylor,8,1970,1977
1183,Floyd Theard,1,1970,1970
1184,Fred Carter,8,1970,1977
1185,Gene Littles,6,1970,1975
1186,Gene Williams,1,1970,1970
1187,George Reynolds,1,1970,1970
1188,George Thompson,6,1970,1975
1189,George Tinsley,2,1970,1972
1190,Grady O'Malley,1,1970,1970
1191,Greg Wittman,2,1970,1971
1192,Hal Jeter,1,1970,1970
1193,Herm Gilliam,8,1970,1977
1194,Jack Gillespie,1,1970,1970
1195,Jerry McKee,1,1970,1970
1196,Jerry Rook,1,1970,1970
1197,Jo Jo White,12,1970,1981
1198,John Arthurs,1,1970,1970
1199,John Brisker,6,1970,1975
1200,John Warren,5,1970,1974
1201,Johnny Baum,5,1970,1974
1202,Julius Keye,6,1970,1975
1203,Justus Thigpen,3,1970,1974
1204,Kareem Abdul-Jabbar,20,1970,1989
1205,Lamar Green,6,1970,1975
1206,Larry Bergh,1,1970,1970
1207,Larry Cannon,4,1970,1974
1208,Lee Winfield,7,1970,1976
1209,Lonnie Lynn,1,1970,1970
1210,Lucius Allen,10,1970,1979
1211,Luther Green,3,1970,1973
1212,Luther Rackley,5,1970,1974
1213,Lynn Shackelford,1,1970,1970
1214,Mack Calvin,11,1970,1981
1215,Mike Barrett,3,1970,1973
1216,Mike Davis,4,1970,1973
1217,Mike Lynn,2,1970,1971
1218,Neal Walk,8,1970,1977
1219,Norm Van Lier,10,1970,1979
1220,Rich Jones,8,1970,1977
1221,Rick Roberson,7,1970,1976
1222,Ronald Taylor,3,1970,1972
1223,Samuel Little,1,1970,1970
1224,Simmie Hill,4,1970,1974
1225,Skeeter Swift,5,1970,1974
1226,Spencer Haywood,13,1970,1983
1227,Steve Kuberski,9,1970,1978
1228,Steve Mix,13,1970,1983
1229,Tom Hagan,2,1970,1971
1230,Wally Anderzunas,1,1970,1970
1231,Walter Byrd,1,1970,1970
1232,Wil Jones,9,1970,1978
1233,Wilbur Kirkland,1,1970,1970
1234,Willie McCarter,3,1970,1972
1235,Willie Scott,1,1970,1970
1236,Willie Wise,9,1970,1978
1237,A.W. Holt,1,1971,1971
1238,Al Henry,2,1971,1972
1239,Al Williams,1,1971,1971
1240,Bill Stricker,1,1971,1971
1241,Bill Zopf,1,1971,1971
1242,Billy DeAngelis,1,1971,1971
1243,Billy Paultz,15,1971,1985
1244,Bob Lanier,14,1971,1984
1245,Bob Riley,1,1971,1971
1246,Bobby Croft,1,1971,1971
1247,Calvin Murphy,13,1971,1983
1248,Carl Fuller,2,1971,1972
1249,Charles Hentz,1,1971,1971
1250,Charlie Scott,10,1971,1980
1251,Chuck Lloyd,1,1971,1971
1252,Chuck Williams,8,1971,1978
1253,Clarence Brookins,1,1971,1971
1254,Claude English,1,1971,1971
1255,Coby Dietrick,13,1971,1983
1256,Cornell Warner,7,1971,1977
1257,Curtis Perry,8,1971,1978
1258,Dan Hester,1,1971,1971
1259,Dan Issel,15,1971,1985
1260,Dave Cowens,11,1971,1983
1261,Dave Sorenson,3,1971,1973
1262,Dennis Awtrey,12,1971,1982
1263,Dennis Stewart,1,1971,1971
1264,Dick Nemelka,1,1971,1971
1265,Don Adams,7,1971,1977
1266,Earle Higgins,1,1971,1971
1267,Earnie Killum,1,1971,1971
1268,Eddie Mast,3,1971,1973
1269,Fran O'Hanlon,1,1971,1971
1270,Fred Taylor,2,1971,1972
1271,Gar Heard,11,1971,1981
1272,Garfield Smith,3,1971,1973
1273,Gary Freeman,1,1971,1971
1274,Gary Suiter,1,1971,1971
1275,Gary Zeller,2,1971,1972
1276,Geoff Petrie,6,1971,1976
1277,George Irvine,6,1971,1976
1278,George Johnson,4,1971,1974
1279,Greg Fillmore,2,1971,1972
1280,Greg Howard,2,1971,1972
1281,Greg Hyder,1,1971,1971
1282,Harry Laurie,1,1971,1971
1283,Harvey Marlatt,3,1971,1973
1284,Herb White,1,1971,1971
1285,Howie Wright,2,1971,1972
1286,Jake Ford,2,1971,1972
1287,Jeff Webb,2,1971,1972
1288,Jim Ard,8,1971,1978
1289,Jim Hayes,1,1971,1971
1290,Jim McMillian,9,1971,1979
1291,Jim Wilson,1,1971,1971
1292,Jimmy Collins,2,1971,1972
1293,Joe Cooke,1,1971,1971
1294,Joe DePre,3,1971,1973
1295,Joe Hamilton,6,1971,1976
1296,Joe Thomas,1,1971,1971
1297,John Hummer,6,1971,1976
1298,John Johnson,12,1971,1982
1299,John Vallely,2,1971,1972
1300,Ken Spain,1,1971,1971
1301,Larry Mikan,1,1971,1971
1302,Levi Fontaine,1,1971,1971
1303,Lonnie Kluttz,1,1971,1971
1304,Mack Daughtry,1,1971,1971
1305,Marv Winkler,2,1971,1972
1306,Mike Maloy,3,1971,1973
1307,Mike Pratt,2,1971,1972
1308,Mike Price,3,1971,1973
1309,Mike Silliman,1,1971,1971
1310,Milt Williams,4,1971,1975
1311,Moe Barr,1,1971,1971
1312,Oliver Taylor,4,1971,1974
1313,Paul Ruffner,5,1971,1976
1314,Pete Cross,3,1971,1973
1315,Pete Maravich,10,1971,1980
1316,Ralph Ogden,1,1971,1971
1317,Ralph Simpson,10,1971,1980
1318,Rex Morgan,2,1971,1972
1319,Rick Mount,5,1971,1975
1320,Roderick McDonald,3,1971,1973
1321,Ron Knight,2,1971,1972
1322,Ron Nelson,1,1971,1971
1323,Rudy Tomjanovich,11,1971,1981
1324,Sam Lacey,13,1971,1983
1325,Samuel Robinson,2,1971,1972
1326,Samuel Watts,1,1971,1971
1327,Stephen Wilson,2,1971,1972
1328,Terry Driscoll,5,1971,1975
1329,Tiny Archibald,13,1971,1984
1330,Tom Black,1,1971,1971
1331,Vann Williford,1,1971,1971
1332,Walker Banks,1,1971,1971
1333,Walt Gilmore,1,1971,1971
1334,Wendell Ladner,5,1971,1975
1335,Willie Davis,1,1971,1971
1336,Willie Williams,1,1971,1971
1337,Al Smith,5,1972,1976
1338,Artis Gilmore,17,1972,1988
1339,Austin Carr,10,1972,1981
1340,Barry Nelson,1,1972,1972
1341,Barry Yates,1,1972,1972
1342,Bobby Fields,1,1972,1972
1343,Charlie Davis,3,1972,1974
1344,Charlie Lowery,1,1972,1972
1345,Charlie Yelverton,1,1972,1972
1346,Clarence Glover,1,1972,1972
1347,Cliff Meely,5,1972,1976
1348,Clifford Ray,10,1972,1981
1349,Collis Jones,4,1972,1975
1350,Curtis Rowe,8,1972,1979
1351,Dana Pagett,1,1972,1972
1352,Darnell Hillman,9,1972,1980
1353,Dave Robisch,13,1972,1984
1354,Dave Wohl,7,1972,1978
1355,Dean Meminger,6,1972,1977
1356,Dick Gibbs,5,1972,1976
1357,Elmore Smith,8,1972,1979
1358,Elnardo Webster,1,1972,1972
1359,Fred Brown,13,1972,1984
1360,Fred Hilton,2,1972,1973
1361,Gene Phillips,2,1972,1973
1362,George McGinnis,11,1972,1982
1363,George Trapp,6,1972,1977
1364,Gil McGregor,1,1972,1972
1365,Goo Kennedy,6,1972,1977
1366,Howard Porter,7,1972,1978
1367,Isaiah Wilson,2,1972,1973
1368,Jackie Dinkins,1,1972,1972
1369,Jackie Ridgle,1,1972,1972
1370,Jake Jones,1,1972,1972
1371,Jarrett Durham,1,1972,1972
1372,Jeff Halliburton,2,1972,1973
1373,Jerry Dover,1,1972,1972
1374,Jim Cleamons,9,1972,1980
1375,Jim Marsh,1,1972,1972
1376,Jim McDaniels,5,1972,1978
1377,Jimmy O'Brien,4,1972,1975
1378,John Mengelt,10,1972,1981
1379,John Roche,8,1972,1982
1380,Johnny Neumann,7,1972,1978
1381,Julius Erving,16,1972,1987
1382,Ken Durrett,4,1972,1975
1383,Kenny McIntosh,4,1972,1975
1384,Larry Steele,9,1972,1980
1385,Loyd King,2,1972,1973
1386,Marv Roberts,6,1972,1977
1387,Mickey Davis,6,1972,1977
1388,Mike Gale,11,1972,1982
1389,Mike Grosso,1,1972,1972
1390,Mike Newlin,11,1972,1982
1391,Mo Layton,5,1972,1978
1392,Nate Williams,8,1972,1979
1393,Odis Allison,1,1972,1972
1394,Phil Chenier,10,1972,1981
1395,Pierre Russell,2,1972,1973
1396,Randy Denton,6,1972,1977
1397,Randy Smith,12,1972,1983
1398,Rich Rinaldi,3,1972,1974
1399,Richard Fisher,1,1972,1972
1400,Ron Dorsey,1,1972,1972
1401,Ron Sanford,1,1972,1972
1402,Sid Catlett,1,1972,1972
1403,Sidney Wicks,10,1972,1981
1404,Stan Love,4,1972,1975
1405,Steve Patterson,5,1972,1976
1406,Ted McClain,8,1972,1979
1407,Tom Owens,12,1972,1983
1408,Tom Payne,1,1972,1972
1409,Vic Bartolome,1,1972,1972
1410,Walt Szczerbiak,1,1972,1972
1411,William Smith,2,1972,1973
1412,Willie Allen,1,1972,1972
1413,Willie Long,3,1972,1974
1414,Willie Norwood,7,1972,1978
1415,Willie Sojourner,4,1972,1975
1416,Al Sanders,1,1973,1973
1417,Ansley Truitt,1,1973,1973
1418,Bill Chamberlain,2,1973,1974
1419,Bill Newton,2,1973,1974
1420,Billy Shepherd,3,1973,1975
1421,Bob Davis,1,1973,1973
1422,Bob Ford,1,1973,1973
1423,Bob Lackey,2,1973,1974
1424,Bob McAdoo,14,1973,1986
1425,Bob Nash,5,1973,1979
1426,Brian Mahoney,1,1973,1973
1427,Brian Taylor,10,1973,1982
1428,Bud Stallworth,5,1973,1977
1429,Charles Dudley,6,1973,1979
1430,Charles Johnson,7,1973,1979
1431,Chris Ford,10,1973,1982
1432,Chuck Terry,5,1973,1977
1433,Claude Terry,6,1973,1978
1434,Claude Virden,1,1973,1973
1435,Corky Calhoun,8,1973,1980
1436,Dave Twardzik,8,1973,1980
1437,David Bustion,1,1973,1973
1438,Dennis Wuycik,3,1973,1975
1439,Don Buse,13,1973,1985
1440,Dwight Davis,5,1973,1977
1441,Eric McWilliams,1,1973,1973
1442,Frank Russell,1,1973,1973
1443,Frank Schade,1,1973,1973
1444,Freddie Boyd,6,1973,1978
1445,George Adams,3,1973,1975
1446,George Bruns,1,1973,1973
1447,George Gervin,14,1973,1986
1448,George Johnson,13,1973,1986
1449,Harold Fox,1,1973,1973
1450,Harthorne Wingo,4,1973,1976
1451,Henry Bacon,1,1973,1973
1452,Henry Bibby,9,1973,1981
1453,James Silas,10,1973,1982
1454,Jim Chones,10,1973,1982
1455,Jim Price,7,1973,1979
1456,Joby Wright,3,1973,1976
1457,John Gianelli,8,1973,1980
1458,John Tschogl,3,1973,1975
1459,Kevin Porter,10,1973,1983
1460,LaRue Martin,4,1973,1976
1461,Lloyd Neal,7,1973,1979
1462,Mark Minor,1,1973,1973
1463,Mike Barr,5,1973,1977
1464,Mike Jackson,4,1973,1976
1465,Mike Ratliff,2,1973,1974
1466,Ollie Johnson,10,1973,1982
1467,Paul McCracken,3,1973,1977
1468,Paul Stovall,2,1973,1974
1469,Paul Westphal,12,1973,1984
1470,Pete Smith,1,1973,1973
1471,Roger Brown,5,1973,1980
1472,Ron Riley,4,1973,1976
1473,Ronald Thomas,4,1973,1976
1474,Rowland Garrett,5,1973,1977
1475,Russ Lee,3,1973,1975
1476,Sam Cash,1,1973,1973
1477,Sam Sibert,1,1973,1973
1478,Scott English,3,1973,1975
1479,Stephen Previs,1,1973,1973
1480,Steve Bracey,3,1973,1975
1481,Tom Patterson,2,1973,1974
1482,Tom Riker,3,1973,1975
1483,Travis Grant,4,1973,1976
1484,William Franklin,3,1973,1976
1485,Allan Bristow,10,1974,1983
1486,Allie McGuire,1,1974,1974
1487,Barry Parkhill,3,1974,1976
1488,Ben Kelso,1,1974,1974
1489,Bernie Fryer,2,1974,1975
1490,Billy James,1,1974,1974
1491,Billy Schaeffer,3,1974,1976
1492,Bird Averitt,5,1974,1978
1493,Bo Lamar,4,1974,1977
1494,Bruce Seals,5,1974,1978
1495,Caldwell Jones,17,1974,1990
1496,Charles Edge,2,1974,1975
1497,Dennis Bell,3,1974,1976
1498,Derrek Dickey,5,1974,1978
1499,Doug Collins,8,1974,1981
1500,Dwight Jones,10,1974,1983
1501,E.C. Coleman,6,1974,1979
1502,Ed Ratleff,5,1974,1978
1503,Ernie DiGregorio,5,1974,1978
1504,Gary Melchionni,2,1974,1975
1505,George Karl,5,1974,1978
1506,Jerry Pender,1,1974,1974
1507,Jim Bradley,3,1974,1976
1508,Jim Brewer,9,1974,1982
1509,Jim Garvin,1,1974,1974
1510,Jim O'Brien,2,1974,1975
1511,Jim Owens,2,1974,1975
1512,Joe Reaves,1,1974,1974
1513,John Brown,7,1974,1980
1514,John Williamson,8,1974,1981
1515,Ken Charles,5,1974,1978
1516,Kermit Washington,10,1974,1988
1517,Kevin Joyce,3,1974,1976
