Franchise,From,To,Yrs,G,W,L,W/L%,Plyfs,Div,Conf,Champ,Status,Year,Western Champion,Eastern Champion,Result,NBA Champion,NBA Vice-Champion,MVP Name,MVP Height (m),MVP Position,MVP Team,MVP status,player_id,player,num_seasons,first_seas,last_seas,season,team,age
,,,,,,,,,,,,,,,,,,,,,,,,4981.0,Lindy Waters III,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4982.0,Luka Garza,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4983.0,M.J. Walker,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4984.0,Mac McClung,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4985.0,Malcolm Hill,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4986.0,Marcus Garrett,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4987.0,Marko Simonovic,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4988.0,Matt Ryan,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4989.0,McKinley Wright IV,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4990.0,Micah Potter,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4991.0,Miles McBride,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4992.0,Moses Moody,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4993.0,Moses Wright,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4994.0,Myles Powell,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4995.0,Neemias Queta,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4996.0,Olivier Sarr,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4997.0,Omer Yurtseven,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4998.0,Paris Bass,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4999.0,Petr Cornelie,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5000.0,Quentin Grimes,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5001.0,RJ Nembhard Jr.,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5002.0,Rob Edwards,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5003.0,Sam Hauser,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5004.0,Sandro Mamukelashvili,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5005.0,Santi Aldama,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5006.0,Scottie Barnes,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5007.0,Scottie Lewis,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5008.0,Shaq Buchanan,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5009.0,Sharife Cooper,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5010.0,Terry Taylor,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5011.0,Trayvon Palmer,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5012.0,Tre Mann,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5013.0,Tre Scott,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5014.0,Trendon Watford,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5015.0,Trevelin Queen,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5016.0,Trey Murphy III,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5017.0,Tyler Hall,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5018.0,Usman Garuba,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5019.0,Vit Krejci,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5020.0,Xavier Moon,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5021.0,Xavier Sneed,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5022.0,Yves Pons,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5023.0,Zavier Simpson,2.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5024.0,Ziaire Williams,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5025.0,A.J. Green,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5026.0,A.J. Lawson,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5027.0,AJ Griffin,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5028.0,Alondes Williams,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5029.0,Andrew Nembhard,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5030.0,Bennedict Mathurin,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5031.0,Blake Wesley,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5032.0,Bryce McGowens,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5033.0,Buddy Boeheim,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5034.0,Caleb Houstan,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5035.0,Chima Moneke,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5036.0,Christian Braun,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5037.0,Christian Koloko,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5038.0,Cole Swider,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5039.0,Dalen Terry,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5040.0,Darius Days,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5041.0,David Roddy,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5042.0,Dereon Seabron,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5043.0,Dominick Barlow,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5044.0,Donovan Williams,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5045.0,Dru Smith,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5046.0,Dyson Daniels,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5047.0,Isaiah Mobley,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5048.0,Jabari Smith Jr.,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5049.0,Jabari Walker,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5050.0,Jack White,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5051.0,Jacob Gilyard,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5052.0,Jaden Hardy,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5053.0,Jaden Ivey,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5054.0,Jake LaRavia,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5055.0,Jalen Duren,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5056.0,Jalen Williams,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5057.0,Jamal Cain,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5058.0,Jamaree Bouyea,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5059.0,Jared Rhoden,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5060.0,Jason Preston,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5061.0,Jaylin Williams,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5062.0,JD Davison,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5063.0,Jeenathan Williams,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5064.0,Jeremy Sochan,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5065.0,John Butler,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5066.0,Johnny Davis,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5067.0,Johnny Juzang,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5068.0,Jordan Hall,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5069.0,Josh Minott,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5070.0,Julian Champagnie,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5071.0,Justin Minaya,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5072.0,Keegan Murray,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5073.0,Kendall Brown,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5074.0,Kennedy Chandler,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5075.0,Kenneth Lofton Jr.,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5076.0,Keon Ellis,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5077.0,Kevon Harris,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5078.0,Lester Quinones,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5079.0,Malaki Branham,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5080.0,MarJon Beauchamp,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5081.0,Mark Williams,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5082.0,Max Christie,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5083.0,Michael Foster Jr.,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5084.0,Moussa Diabaté,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5085.0,Nikola Jović,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5086.0,Ochai Agbaji,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5087.0,Orlando Robinson,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5088.0,Ousmane Dieng,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5089.0,Paolo Banchero,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5090.0,Patrick Baldwin Jr.,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5091.0,Peyton Watson,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5092.0,Quenton Jackson,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5093.0,RaiQuan Gray,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5094.0,Ron Harper Jr.,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5095.0,Ryan Rollins,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5096.0,Scotty Pippen Jr.,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5097.0,Shaedon Sharpe,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5098.0,Simone Fontecchio,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5099.0,Stanley Umude,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5100.0,Tari Eason,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5101.0,Trevor Hudgins,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5102.0,Trevor Keels,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5103.0,Tyrese Martin,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5104.0,TyTy Washington Jr.,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5105.0,Vince Williams Jr.,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5106.0,Walker Kessler,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5107.0,Wendell Moore Jr.,2.0,2023.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5108.0,Xavier Cooks,1.0,2023.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5109.0,Adam Flagler,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5110.0,Adama Sanogo,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5111.0,Alex Fudge,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5112.0,Amari Bailey,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5113.0,Amen Thompson,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5114.0,Andre Jackson Jr.,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5115.0,Andrew Funk,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5116.0,Anthony Black,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5117.0,Ausar Thompson,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5118.0,Ben Sheppard,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5119.0,Bilal Coulibaly,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5120.0,Brandin Podziemski,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5121.0,Brandon Miller,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5122.0,Brice Sensabaugh,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5123.0,Cam Whitmore,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5124.0,Cason Wallace,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5125.0,Chet Holmgren,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5126.0,Chris Livingston,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5127.0,Colby Jones,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5128.0,Colin Castleton,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5129.0,Collin Gillespie,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5130.0,Craig Porter Jr.,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5131.0,D'Moi Hodge,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5132.0,D.J. Carton,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5133.0,Dariq Whitehead,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5134.0,Dereck Lively II,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5135.0,Dexter Dennis,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5136.0,Dmytro Skapintsev,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5137.0,Drew Peterson,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5138.0,Duop Reath,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5139.0,E.J. Liddell,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5140.0,Emoni Bates,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5141.0,Filip Petrušev,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5142.0,GG Jackson II,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5143.0,Gradey Dick,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5144.0,Gui Santos,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5145.0,Henri Drell,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5146.0,Hunter Tyson,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5147.0,Ibou Badji,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5148.0,Isaiah Wong,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5149.0,Izaiah Brockington,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5150.0,Jacob Toppin,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5151.0,Jaime Jaquez Jr.,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5152.0,Jalen Crutcher,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5153.0,Jalen Hood-Schifino,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5154.0,Jalen Pickett,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5155.0,Jalen Slawson,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5156.0,Jalen Wilson,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5157.0,Jarace Walker,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5158.0,Javon Freeman-Liberty,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5159.0,Jermaine Samuels,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5160.0,Jett Howard,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5161.0,Jordan Ford,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5162.0,Jordan Hawkins,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5163.0,Jordan Miller,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5164.0,Jordan Walsh,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5165.0,Jules Bernard,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5166.0,Julian Phillips,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5167.0,Julian Strawther,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5168.0,Kaiser Gates,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5169.0,Keyontae Johnson,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5170.0,Keyonte George,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5171.0,Kobe Brown,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5172.0,Kobe Bufkin,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5173.0,Kris Murray,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5174.0,Leaky Black,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5175.0,Leonard Miller,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5176.0,Malcolm Cazalon,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5177.0,Malik Williams,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5178.0,Marcus Sasser,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5179.0,Markquis Nowell,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5180.0,Matthew Hurt,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5181.0,Maxwell Lewis,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5182.0,Mouhamadou Gueye,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5183.0,Mouhamed Gueye,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5184.0,Mãozinha Pereira,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5185.0,Nathan Mensah,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5186.0,Nick Smith Jr.,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5187.0,Noah Clowney,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5188.0,Olivier-Maxence Prosper,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5189.0,Onuralp Bitim,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5190.0,Oscar Tshiebwe,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5191.0,Pat Spencer,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5192.0,Pete Nance,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5193.0,Rayan Rupert,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5194.0,Ricky Council IV,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5195.0,Sasha Vezenkov,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5196.0,Scoot Henderson,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5197.0,Seth Lundy,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5198.0,Sidy Cissoko,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5199.0,Taylor Hendricks,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5200.0,Taze Moore,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5201.0,Terquavion Smith,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5202.0,Timmy Allen,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Tosan Evbuomwan,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5204.0,Toumani Camara,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5205.0,Trayce Jackson-Davis,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5206.0,Trey Jemison,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5207.0,Tristan Vukcevic,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5208.0,Vasilije Micić,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,5209.0,Victor Wembanyama,1.0,2024.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Atlanta Hawks,26.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Boston Celtics,28.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Brooklyn Nets,26.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Chicago Bulls,28.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Charlotte Hornets,25.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Cleveland Cavaliers,26.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Dallas Mavericks,26.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Denver Nuggets,27.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Detroit Pistons,23.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Golden State Warriors,28.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Houston Rockets,25.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Indiana Pacers,25.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Los Angeles Clippers,30.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Los Angeles Lakers,28.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Memphis Grizzlies,24.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Miami Heat,28.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Milwaukee Bucks,30.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Minnesota Timberwolves,27.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,New Orleans Pelicans,26.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,New York Knicks,26.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Oklahoma City Thunder,23.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Orlando Magic,24.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Philadelphia 76ers,28.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Phoenix Suns,29.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Portland Trail Blazers,24.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,Sacramento Kings,26.4
